,city,country,lat,lng,max temp,humidity,cloudiness,wind,description
331,Kesra,TN,35.7990822559793,9.534458922538121,279.96,74,9,4.71,clear sky
332,,,24.326674191024438,25.05549487232905,284.93,36,85,2.79,overcast clouds
333,,,84.93175225166564,-76.09043948432557,243.95,100,99,1.61,overcast clouds
334,,,-48.0432029194214,6.104434731934489,276.22,81,100,11,overcast clouds
335,,,-48.32602534217972,89.0443798527715,278.93,91,100,13.94,light rain
336,Mys-Kamennyy,RU,68.44166565562793,71.46640298333284,241.6,100,73,0.65,broken clouds
337,,,-77.25335866954377,42.80363937623713,238.19,100,100,2.72,overcast clouds
338,,,33.83061509541217,-74.13354370646262,288.39,61,0,8.07,clear sky
339,Los Acantilados,AR,-38.23710351793225,-57.13319390615202,291.25,87,79,3.28,broken clouds
340,,,82.59913795199793,38.618734581284684,246.03,100,98,3.89,overcast clouds
341,Diok’nisi,GE,41.45304570118739,42.357022048178095,274.91,44,15,3.25,few clouds
342,,,-52.41775407941486,-2.0678411956768628,273.83,84,100,14.45,overcast clouds
343,Varnek,RU,68.9599057532105,60.433003664362786,255.64,99,97,4.8,overcast clouds
344,Kharitonovo,RU,61.562566035359794,47.97776931214642,259.36,95,100,2.34,overcast clouds
345,Chāh Gachī,IR,27.807478736358064,52.22144300037456,284.38,38,10,1.18,clear sky
346,Kontcha,CM,7.869574279745748,12.513214797455362,294.67,25,92,0.79,overcast clouds
347,,,31.07157803857544,-33.87395366053946,293.14,74,90,8.62,overcast clouds
348,Lepsy,KZ,46.56180107962436,79.11253763723857,270.92,94,100,1.92,snow
349,,,72.93714923989634,62.85453945596856,265.34,94,94,5,overcast clouds
350,,,-76.37590545224327,58.37024854573016,251.23,96,100,3.33,overcast clouds
351,,,89.75575784711594,15.203786160713832,245.01,100,100,4.38,overcast clouds
352,,,-21.73446447226705,-22.093716587598166,296.48,72,100,6.43,overcast clouds
353,,,-26.524196911540614,-18.39265078437741,295.02,78,100,4.26,overcast clouds
354,,,-35.56962995586088,-86.90498754136385,288.78,72,100,7.67,overcast clouds
355,,,-52.909602086884725,-18.24245726759098,275.28,87,92,8.26,overcast clouds
356,,,36.13643341499781,-22.444877969237268,290.01,61,100,11.32,overcast clouds
357,Kirkwall,GB,58.69039307436117,-0.7172944149725282,283.65,85,100,18.87,overcast clouds
358,,,70.23563581084588,-76.67595105800395,243.91,95,42,3.25,scattered clouds
359,Ulytaū,KZ,48.80077109880915,65.69885980967294,263.02,73,1,7.28,clear sky
360,,,29.601477626981847,-40.89999778347497,295.12,66,0,5.48,clear sky
361,,,-37.12193549863222,64.28698038502009,288.47,78,73,1.71,broken clouds
362,,,73.21195446005873,-37.030261791224966,247.35,100,100,4.02,overcast clouds
363,Le Cap D'Agde,FR,42.71939185686395,4.027886808190729,284.51,66,17,8.35,few clouds
364,,,15.855765275270585,65.680100756521,299.08,74,20,6.35,few clouds
365,Estancia Jiltata,BO,-17.412886749473586,-69.53821707392278,278.46,40,97,3.58,overcast clouds
366,,,-51.469056579054254,3.184079078314028,274.77,81,100,13.78,overcast clouds
367,Es Castell,ES,39.30841361203909,5.666718800424249,287.32,73,0,4.65,clear sky
368,,,-53.75317621970082,-12.525440327114907,273.73,85,100,10.79,overcast clouds
369,,,68.03552216987032,-15.31977353478284,275.37,96,100,4.58,overcast clouds
370,,,-4.802854702549354,-14.371965795499875,299.09,81,100,7.3,overcast clouds
371,,,-61.14659812728756,-34.48415802205561,272.81,94,99,5.89,overcast clouds
372,,,-61.66118569603792,-62.95152812640576,273.34,93,13,10.28,few clouds
373,,,22.230177785759622,-57.7279649985377,298.61,74,2,10.49,clear sky
374,,,-47.853477193858375,56.675662676657964,279.38,77,100,13.43,overcast clouds
375,,,-5.877214181631956,67.6765559070476,300.19,77,59,4.2,broken clouds
376,Olho d’Agua,BR,-2.6652753866118815,-39.6913917951946,300.82,80,100,9.64,overcast clouds
377,,,-29.630628745957303,41.59330835250276,297.28,89,100,9.41,overcast clouds
378,,,-32.89113545992552,-26.164547094490253,293.94,89,20,7,few clouds
379,,,86.28029359224163,-68.41040984613011,246.01,100,100,2.21,overcast clouds
380,,,-36.40473752438173,-48.454811068995674,291.74,76,0,1.48,clear sky
381,Banaadir,SO,2.2485506837273164,45.56755617658058,298.22,85,94,6.4,overcast clouds
382,,,40.0213946068605,-67.68139509003163,282.33,57,6,8.5,clear sky
383,,,15.316170659941434,-36.2559573345727,297.97,65,100,9.51,light rain
384,,,74.55252779918277,-88.93911647438684,252.23,95,99,2.22,overcast clouds
385,,,88.5773003765421,-58.0958591294997,243.61,100,33,3.11,scattered clouds
386,,,-66.03200785478961,15.94492619742985,269.56,91,100,5.58,overcast clouds
387,,,-35.30298914021427,-36.02053536401892,291,92,2,7.55,clear sky
388,,,20.597557622928534,-51.17408311508597,298.48,72,16,12.47,few clouds
389,,,-79.64722290540541,38.296415359508245,238.65,97,67,4.68,broken clouds
390,Kuujjuaq,CA,57.159322067270125,-66.73257094060537,264.92,94,100,7.13,light snow
391,,,-71.11396329581606,-38.38054096015149,270.5,92,100,9.06,overcast clouds
392,,,-31.10059656371915,85.64159147042889,292.03,73,0,8.5,clear sky
393,,,-27.117734696189856,35.23993639359476,298.66,90,100,0.66,overcast clouds
394,,,-29.252747466834514,-17.11080561813243,294.14,81,100,4.31,overcast clouds
395,,,81.18001698300975,-37.14216743398336,251.8,73,53,5.37,broken clouds
396,,,-68.32800325178617,59.18073234555618,257.3,74,59,8.96,broken clouds
397,,,71.61274983876453,-85.64199460405845,244.31,88,97,0.36,overcast clouds
398,,,82.46391287590504,-35.4465929834321,242.55,90,76,0.1,broken clouds
399,,,-68.58175862719041,-83.29741253146503,271.51,80,88,9,overcast clouds
400,Aqbaqay,KZ,44.7858781442614,72.25840552006619,278.38,92,100,2.56,overcast clouds
401,,,-82.58321253753965,-18.568952538886307,249.22,99,29,3.43,scattered clouds
402,,,58.347915586830624,-9.561996363430012,279.95,78,100,16.82,overcast clouds
403,,,-38.301676858827044,42.14512165037286,291.91,95,16,5.45,few clouds
404,,,66.48911539380325,48.23370355840137,265.85,92,100,5.21,light snow
405,,,-63.25724110544555,83.01859664715829,271.01,73,100,3.33,overcast clouds
406,,,42.39225260781424,-14.039220427980709,289.13,83,100,13.87,overcast clouds
407,,,51.39628630089604,-46.99178721229197,280.24,95,100,16.16,overcast clouds
408,,,-34.51250234954774,3.5050191422745485,288.78,61,9,4.7,clear sky
409,,,-30.518768450466553,60.50647975214818,295.14,79,49,8.56,light rain
410,,,74.99184442941538,25.71747819666595,273.82,74,3,4.8,clear sky
411,Bahía de Caráquez,EC,-0.33615395538873827,-80.62492959976575,297.25,89,100,4.06,light rain
412,,,-31.76037076295969,-23.481224543146766,294.35,88,99,4.4,overcast clouds
413,Soroki,BY,53.64262714825003,24.51764241119126,270.61,93,99,0.6,overcast clouds
414,Gobernador Virasora,AR,-28.042397093400716,-56.639011558586816,298.27,72,71,2.87,broken clouds
415,,,11.358479632425087,57.316821208260535,298.78,71,71,8.21,broken clouds
416,,,-87.51981899717366,-79.38158452116448,249.01,84,99,4.82,overcast clouds
417,,,33.629678822623504,-54.116827914022565,294.22,72,0,9.03,clear sky
418,El Oued Province,DZ,32.89163025328912,7.916638300300292,281.92,54,4,3.65,clear sky
419,Moquegua,PE,-17.128146753050245,-71.02528064856914,287.45,80,100,1.29,overcast clouds
420,,,-0.6165653015399215,-26.628388878165595,299.55,83,11,7.14,few clouds
421,,,-83.32455785005814,-0.23514020934499058,242.78,87,17,3.57,few clouds
422,Inagua,BS,21.155179642234785,-73.14604534847595,299.45,76,0,8.48,clear sky
423,Larouche,CA,48.25743366834368,-71.5169822818091,275.01,85,100,6.43,light rain
424,,,-73.8935162643518,21.540573514670598,238.87,100,53,5.05,broken clouds
425,,,-78.60882442489522,81.55440706463017,246.95,94,100,2.44,overcast clouds
426,Ikalamavony,MG,-20.699200567699634,45.99278429153793,293.45,73,3,1.23,clear sky
427,San Matías,BO,-16.12690520332646,-58.487242764330446,297.08,95,100,2.22,overcast clouds
428,,,3.018922413823205,4.64647790681218,300.97,78,86,4.93,overcast clouds
429,South-East District,BW,-24.950887394581386,25.75526920063608,293.68,80,100,0.53,moderate rain
430,Ceek,SO,7.759004289795428,45.58035693836342,293.83,72,44,2.8,scattered clouds
431,,,70.8917396492244,-81.73085774718471,238.53,99,54,3.49,broken clouds
432,,,63.940536007158414,70.71709149642754,247.73,100,96,2.21,overcast clouds
433,,,-14.580968035851512,-22.148105914507497,297.61,72,35,8.61,scattered clouds
434,,,82.66928544991126,-40.355850266754786,245.73,73,95,2.25,overcast clouds
435,,,-34.848526373060075,-31.55461389561568,292.06,89,18,5.33,few clouds
436,Gberia Fotombu,SL,9.620210818096098,-11.180933455384135,292.83,35,5,1.2,clear sky
437,,,-52.194661272714214,33.005415256478585,275.48,97,100,15.38,light rain
438,,,-51.886268349766354,16.969816695644468,274.02,87,14,10.63,few clouds
439,Moosonee,CA,51.62713563361686,-81.42640761382064,269.84,95,89,4.99,overcast clouds
440,Reggane,DZ,25.583214588062688,0.491724417876668,287.1,43,3,7.65,clear sky
441,Greenville,LR,3.870073810214336,-9.212385445683083,300.51,79,12,6.15,few clouds
442,,,-55.110007345876255,88.68580172431399,274.03,87,100,10.25,overcast clouds
443,,,84.58408556691862,-27.092122491467556,241.87,100,33,2.75,scattered clouds
444,,,-9.403554593612597,53.558367207603766,300.29,75,14,6.76,few clouds
445,Hamilton,BM,31.516469244598937,-63.81360082539223,295.9,85,100,5.22,overcast clouds
446,Upernavik,GL,72.20687930119252,-55.08918766163332,260.89,76,100,1.76,overcast clouds
447,,,81.92060128368169,-87.55687714887563,241.46,93,75,0.71,broken clouds
448,,,-9.673696027812682,-30.522829165857473,299.79,78,8,8.84,light rain
449,,,87.93245479130633,-72.09434312052124,243.64,100,57,2.89,broken clouds
450,Boca de Rio,VE,11.920454249550104,-64.98976296863853,299.9,82,93,7.35,overcast clouds
451,,,63.83822852421639,-47.15853317873511,253.67,78,0,11.21,clear sky
452,,,-37.375389938450915,65.47888749365828,288.62,76,52,1.88,broken clouds
453,,,-72.40731442244578,62.16091126247963,258.41,96,100,5.82,overcast clouds
454,,,-69.44488355504168,55.97329220530921,247.48,94,89,7.88,overcast clouds
455,,,68.84935583544174,-68.69594845433667,247.6,100,99,1.11,overcast clouds
456,,,-41.345409456724965,86.56801718026611,284.46,74,93,9.96,overcast clouds
457,Tengréla,CI,10.166316302847548,-6.697484534324971,295.44,26,5,0.59,clear sky
458,Dikson,RU,73.81996037299857,81.40655282254824,248.61,91,98,9.38,overcast clouds
459,Takoradze,GH,4.545485527216471,-1.7828986602644648,300.64,80,38,4.41,scattered clouds
460,,,-1.1799968608085436,-39.99177748227204,300.76,81,29,8.13,scattered clouds
461,,,-44.67026387614583,20.78334981495604,283.11,83,99,11.25,light rain
462,Puvirnituq,CA,60.242226376884105,-75.88105653052835,261.9,95,100,4.05,overcast clouds
463,,,-12.47015486662093,71.05299323741647,300.3,68,19,7.84,few clouds
464,,,-25.513931961397873,36.117740426710526,299.25,87,100,7.23,overcast clouds
465,Badarīnāth,IN,31.0757390383893,79.21436568859838,248.71,49,95,4.09,overcast clouds
466,Kuruman,ZA,-26.89720766226653,23.488803191756844,294.8,70,100,4.7,overcast clouds
467,Nizhnevo,RU,56.43504299997031,37.00315038345872,269.38,91,100,3.83,overcast clouds
468,Maych’ew,ET,12.986164712064408,39.49137254702751,277.77,81,3,3.71,clear sky
469,,,-9.338962972178678,-80.50969600261362,292.87,86,93,4.33,overcast clouds
470,,,-86.41959462902132,25.982714960048114,243.66,89,82,3,broken clouds
471,,,18.80857561126942,-33.59796953111703,297.24,63,100,10.89,overcast clouds
472,Irta,RU,61.91365160795689,48.805639834110224,258.61,93,89,2.64,overcast clouds
473,Macbride,BS,25.282597765648575,-77.72343350251725,297.18,74,4,7.82,clear sky
474,,,86.5096674552322,25.215468640080317,244.34,100,100,3.66,overcast clouds
475,,,88.02241276194815,14.417912905708718,245.95,100,100,3.72,overcast clouds
476,,,26.27998913384539,-47.31139011126678,297.07,62,30,8.85,scattered clouds
477,Kom Ombo,EG,24.590782624654523,33.9586879888239,292.73,52,89,2.95,overcast clouds
478,Tashanta,RU,49.68114702864034,89.25923326612067,252.09,66,30,1.92,scattered clouds
479,Flamborough,GB,54.7159869248091,1.574062260468878,284.82,85,94,12.41,overcast clouds
480,,,-88.26597095512686,-87.36559729605342,247.43,89,97,3.76,overcast clouds
481,,,-70.804589087643,78.23840593521328,257.41,76,21,9.77,few clouds
482,,,87.80853279444602,-24.226949665633725,246.58,100,100,2.56,overcast clouds
483,,,-24.118308104709897,-73.66319551918791,290.26,74,100,6.65,overcast clouds
484,Churchill Falls,CA,54.62645955443372,-62.87900023571395,263.25,89,100,11.02,overcast clouds
485,Monte Santo de Minas,BR,-21.167433138731482,-46.88075582575401,291.93,94,51,2.25,broken clouds
486,,,18.086283322786315,-49.65740577408666,298.64,74,72,11.48,light rain
487,,,-58.79138867502283,-85.45846780994788,276.39,83,100,8.82,light rain
488,,,-13.172171412974649,74.46828743260426,299.65,78,89,6.87,overcast clouds
489,Zintan,LY,31.367030871726513,12.131215476124723,280.16,69,93,3.3,overcast clouds
490,,,2.6223271957859566,-85.38088991865504,296.93,84,100,5.98,overcast clouds
491,,,-68.32208269927884,67.53675409797611,265.3,87,65,11.54,broken clouds
492,Kozhva,RU,64.53580025158931,57.587436857016854,257.38,96,100,3.07,overcast clouds
493,,,85.33557562537834,-10.893213543683075,241.68,100,87,2.31,overcast clouds
494,Cayo District,BZ,16.733625047722782,-89.15740540271713,294.92,97,1,1.19,clear sky
495,Qaanaaq,GL,77.88953109886288,-72.78612729386492,254.14,94,47,2.48,scattered clouds
496,Druzhba,KZ,45.09946626446023,81.50213333371758,268.27,78,100,1.1,overcast clouds
497,,,-33.32683426683366,-80.96289441094689,288.81,70,38,7.09,scattered clouds
498,,,-65.31853765673944,47.13771294340316,270.7,82,100,3.01,overcast clouds
499,,,-82.70105932053713,-1.8998093407341372,244.55,96,41,3.34,scattered clouds
500,Cazaji,AO,-11.056056943450841,20.079664931145672,291.33,95,100,1.44,overcast clouds
501,Quirihue,CL,-36.111132839390486,-72.68822911535395,281.01,89,2,3.95,clear sky
502,,,-9.695594049968747,77.02075108786292,300.03,80,69,7.69,broken clouds
503,Adrar,DZ,25.218583108900404,-1.5761886916447594,287.16,44,13,5.46,few clouds
504,Vijāpur,IN,23.67492220209772,72.76422048558169,290.62,50,0,2.91,clear sky
505,Paamiut,GL,62.36614608504263,-47.42391427705413,257.06,71,0,10.97,clear sky
506,,,71.15406582719336,77.81874984928248,242.71,93,63,2.24,broken clouds
507,,,-10.045150259450082,45.384973534306084,300.22,77,61,7.66,light rain
508,,,-12.84161282740304,-31.490487053059027,299.47,76,5,7.53,clear sky
509,Ngamring,CN,29.896394514652613,87.18309866192178,263.99,27,1,3.69,clear sky
510,,,-41.776304284714904,-79.67164322212926,284.97,81,100,7.66,light rain
511,,,-59.99676877309729,-40.8026810280673,274.26,91,100,16.73,moderate rain
512,New Sandy Bay Village,VC,13.570259929521711,-61.278378668247704,300.2,79,100,8.76,overcast clouds
513,,,-60.35784993673306,70.49778296338769,272.81,94,100,9.79,overcast clouds
514,,,4.225200971190787,-12.303210919914932,300.41,79,15,5.98,few clouds
515,,,-43.7614479610124,-87.38080878590767,283.29,84,100,7.57,overcast clouds
516,,,-62.79799356779024,25.16644260372979,269.98,95,100,8.11,light snow
517,,,34.186450273177456,21.777995078243677,289.22,67,74,7.69,broken clouds
518,,,-61.87250905773702,-22.19936682715999,271.41,95,13,3.39,few clouds
519,,,-48.29918998853975,46.47704363596523,277.26,77,100,10.33,overcast clouds
520,,,-61.58822948468249,76.27249546903627,271.21,96,100,14.1,light snow
521,Anse-à-Veau,HT,18.699392605706905,-73.27305967387584,300.63,66,0,3.17,clear sky
522,Charleston,US,39.48061830459267,-88.06503588267569,278.32,56,1,5.14,clear sky
523,,,-10.498592144233598,-8.301252289495935,295.69,77,100,9.51,overcast clouds
524,,,-70.47821384333255,-48.485777221307664,272.6,97,100,11.12,snow
525,Kibungo,RW,-2.144806881956569,30.380539308601527,291.73,96,100,0.45,overcast clouds
526,La Baie,CA,48.118072093048056,-70.90566091886662,274.58,84,100,6.78,light rain
527,,,-13.464566925987171,-78.46155622108738,292.45,86,100,6.67,overcast clouds
528,,,-80.00534705092818,-11.854250070999825,247.56,100,8,3.33,clear sky
529,,,3.1124416684649674,-87.70877519085349,297.6,81,100,6.35,overcast clouds
530,Lusaka Province,ZM,-15.075483593109197,28.92919160120681,293.76,42,37,0.94,scattered clouds
531,,,-39.148360131849095,-21.796742116776514,289.68,95,100,7.94,overcast clouds
532,,,-33.110193642213886,-5.111721502027592,289.61,50,100,1.27,overcast clouds
533,San José,CO,1.6955039798064604,-78.22170078895577,294.84,98,100,0.81,light rain
534,,,-86.18862891204716,-47.14064912040634,250.2,81,94,4.5,overcast clouds
535,Rehoboth,NA,-23.304060800612618,16.815058121232568,292.9,20,64,3.63,broken clouds
536,,,-45.14342853340801,-86.81086666519104,282.5,79,100,7.54,overcast clouds
537,Mescul,ER,15.720863282030422,37.376751192651014,294.31,56,0,1.18,clear sky
538,Budoni,IT,40.87434660482239,10.891350466174273,286.19,50,2,5.86,clear sky
539,Bosobolo,CD,3.752980003432185,20.001717043063167,296.18,61,98,1.04,overcast clouds
540,,,-7.144204970424894,4.240673172727725,297.69,83,100,5.25,overcast clouds
541,El Bauga,SD,18.168996013104433,33.05587047657335,292.04,77,3,4.35,clear sky
542,,,-12.413308258106326,-52.90193950633661,294.63,99,100,0.46,overcast clouds
543,,,-57.20616939578704,4.414932922679654,271.73,97,100,8.38,light snow
544,,,-57.340184435827254,-37.12140008961992,275.36,75,100,10.12,overcast clouds
545,,,34.68872040521951,86.95585134818973,243.1,79,17,1.98,few clouds
546,,,-66.12686565977218,-60.14153122616531,270.94,70,6,4.58,clear sky
547,,,10.019851111034953,-52.606094270714664,300.4,78,100,9.35,overcast clouds
548,,,58.252600634825825,-46.71185245893144,273.64,91,100,14.51,snow
549,Bu’aale,SO,0.8707907449724388,42.591144272759834,295.86,96,68,1.66,broken clouds
550,Kontagora,NG,10.298372779308622,5.49884808136018,296.43,21,100,2.47,overcast clouds
551,,,-89.14614198035389,51.180215622782924,244.21,85,83,2.05,broken clouds
552,Basoko,CD,0.8563849613661034,23.137855561665333,294.34,96,98,0.94,overcast clouds
553,,,69.11804649255143,53.08443211741374,268.77,92,100,8.07,overcast clouds
554,Baikonur,KZ,44.55172291627173,62.988160441233475,272.15,94,99,4.55,overcast clouds
555,,,-58.92211074605768,14.408848552922834,271.4,97,100,5.21,light snow
556,,,-44.503530699964095,-38.005903978629426,284.23,97,100,7.05,overcast clouds
557,Letlhakane,BW,-21.780978414095543,25.402633422244264,295.95,54,100,2.27,overcast clouds
558,,,-14.894318206440047,89.90337802262448,299.83,70,3,5.89,clear sky
559,,,70.14769139662215,49.83526291024296,271.28,95,100,10.85,snow
560,,,-48.12649026859212,33.6324144505198,279.01,75,72,11.51,broken clouds
561,Geji,CN,33.06526793840651,81.49227939839543,246.8,89,34,0.86,scattered clouds
562,,,-33.571621547204074,44.493551568512686,293.74,93,85,7.09,overcast clouds
563,,,28.77181250757522,-60.12086492735739,296.75,71,0,3.93,clear sky
564,Kilosa,TZ,-6.951716210744607,37.01742348711687,293.59,94,96,1.05,overcast clouds
565,,,27.942732669837497,-1.8285032286192262,285.5,52,0,5.05,clear sky
566,,,-44.08928273577684,71.94221525504003,285.36,87,10,14.18,clear sky
567,Manadhoo,MV,6.134016891688631,73.93603635604097,300.76,77,97,6.79,overcast clouds
568,,,-77.95706257658911,77.67264682967934,250.36,93,100,2.72,overcast clouds
569,,,-16.960898668865298,-9.212174042370975,294.1,81,17,7.7,few clouds
570,Tambo,CD,-7.826260725225239,27.0264481236227,293.75,96,100,0.96,overcast clouds
571,,,83.8485847140143,-56.34546558194362,241.38,100,28,1.94,scattered clouds
572,,,-36.09354480900223,68.71391209034985,289.61,63,77,3.07,broken clouds
573,Antofagasta,CL,-24.83161859706314,-69.09828971384638,277.01,33,1,0.87,clear sky
574,Mbutuý,PY,-24.98832813604747,-56.25207786316659,294.76,96,100,2.91,overcast clouds
575,,,-6.7051245234149235,81.74914805440642,300.61,72,64,5.63,broken clouds
576,,,-18.345905121619097,-3.094225311397878,293.25,76,44,8.68,scattered clouds
577,,,-5.490323448916328,-7.621173445139235,297.64,84,100,8.41,overcast clouds
578,,,77.40377131103958,89.30185671868927,260.72,95,100,5.64,overcast clouds
579,Nāṟay,AF,35.38308135090128,71.6600063895676,275.14,34,5,3.2,clear sky
580,,,77.16521441912428,38.606499327277504,266.99,96,71,3.67,broken clouds
581,,,-31.33401433243668,38.91399111630915,297.05,85,100,6.46,overcast clouds
582,,,-66.34526244408885,14.235068158044726,269.96,90,100,5.75,overcast clouds
583,,,-88.14845255115671,-49.75100910577644,247.19,89,86,3.31,overcast clouds
584,Ertil',RU,51.76490412663014,40.853296126638924,268.66,60,100,5.65,overcast clouds
585,,,-48.978684170498056,-20.187079131564033,278.93,97,100,4.15,overcast clouds
586,Raduzhny,RU,61.55321177220995,77.45870300377015,245.93,99,77,1.64,broken clouds
587,,,-75.00899313118961,-75.35754860426837,264.95,97,100,2.35,overcast clouds
588,,,78.017135985072,32.05009225533249,262.49,91,96,3.36,overcast clouds
589,Hemse,SE,57.1365564375823,18.92517068290627,273.4,75,83,2.97,broken clouds
590,,,-15.260204386458284,-78.48859847724181,291.77,79,46,6.86,scattered clouds
591,,,-71.32683671919146,-37.410494170805954,270.05,90,93,8.4,overcast clouds
592,,,-21.609151633628727,66.88504629625061,297.68,69,100,8.88,overcast clouds
593,,,-55.75867575250859,69.93159967297134,274.82,89,100,12.72,overcast clouds
594,,,-88.8614040816931,83.79528628725245,243.89,89,85,1.64,overcast clouds
595,,,-64.87296748382978,8.156900699887629,270.89,95,100,10.55,light snow
596,Sohāgi,IN,24.98998079014858,81.83568792994646,286.61,55,0,0.79,clear sky
597,Riparbella,IT,43.350562029852654,10.579092803776945,279.75,60,0,1.65,clear sky
598,,,-69.31133163754392,48.447626165402,249.31,85,44,6.33,scattered clouds
599,Vestbygd,NO,57.637085375821215,5.036811821343207,281.88,94,100,9.42,overcast clouds
600,,,-45.48248640742452,-31.754567405716905,283.59,93,46,8.25,scattered clouds
601,Ostrovnoy,RU,68.47754966627215,41.85360042808247,274.16,90,100,8.62,overcast clouds
602,Bilād Şūr,OM,22.042499199005263,59.39847291324054,290.61,69,2,2.02,clear sky
603,Verónica,AR,-35.79013581870913,-56.88946914918037,294.17,85,82,4,broken clouds
604,,,-7.124013623113882,70.12531875645902,300.49,77,58,5.03,broken clouds
605,Chikhli,IN,20.148048516706453,76.32677815563079,289.89,59,41,2.15,scattered clouds
606,,,-28.046854673936387,-1.7745387545532765,291.14,63,70,8.31,broken clouds
607,,,-81.38471260417478,88.35774070995589,241.95,88,36,5.38,scattered clouds
608,,,67.92905566963839,-4.479375772264774,277.92,92,19,7.09,few clouds
609,,,-11.655882908560756,-87.9846158120501,292.96,68,74,7.41,broken clouds
610,,,-26.093224865795143,1.3291551691767154,291.94,63,98,9.82,overcast clouds
611,Vila do Corvo,PT,40.37686230136089,-30.510829429149517,287.61,52,100,6.72,overcast clouds
612,,,-6.783254368906071,51.22452767223808,300.52,71,24,4.73,few clouds
613,Esquel,AR,-43.04117881563573,-70.03675302604222,279.63,55,23,5.36,few clouds
614,Khandūd,AF,36.56692578882853,72.88927208681267,253.65,72,6,2.53,clear sky
615,Vazante,BR,-17.801053905868415,-46.89888747388972,294.39,97,100,1.95,moderate rain
616,Las Lomitas,AR,-24.538373922407715,-60.562404757388535,302.32,58,93,3.55,overcast clouds
617,Sémbé,CG,2.2610213680383424,15.160359506599406,295.04,84,78,0.59,broken clouds
618,Longanio,CD,-2.0996771999351296,23.908935076335837,293.55,94,100,0.98,overcast clouds
619,,,-10.861639464404178,-0.6232590494794295,295.03,76,100,7.46,overcast clouds
620,Akhmīm,EG,27.187806816622086,32.550958150833125,290.29,57,85,0.59,overcast clouds
621,,,-24.13021604936597,61.91494787785797,297.75,74,100,8.92,light rain
622,,,-85.81371429204272,30.432332662026894,242.89,84,21,3.61,few clouds
623,Beishanyanchi,CN,45.352248273384305,89.87340869278546,260.38,75,44,0.75,scattered clouds
624,,,-52.95524866274163,50.25583316359135,274.47,76,100,17.99,overcast clouds
625,,,-6.091860659601522,73.61683072692404,301.13,75,69,5.81,broken clouds
626,,,-32.81577880891567,52.50407035099073,293.42,72,82,7.36,broken clouds
627,Virkie,GB,59.80605061194453,-1.8821250459382242,283.16,86,100,19.22,overcast clouds
628,,,-81.07374845585868,-2.728106165111342,246.03,96,64,3.44,broken clouds
629,,,-80.18718763692058,67.63663574109952,244.21,97,100,3.59,overcast clouds
630,,,35.23050590962606,-45.51139051193362,292.83,74,3,8.63,clear sky
631,,,-5.055427951052124,-21.360554517140258,299.5,79,100,7.87,overcast clouds
632,Mezhdurechensk,RU,53.38486960667453,87.92231889453109,259.64,95,100,1.89,light snow
633,Ferkessédougou,CI,9.632438407833803,-5.211122097746639,297.5,23,36,0.65,scattered clouds
634,Iqaluit,CA,63.65027452262157,-68.40501712331114,257.31,65,75,1.54,broken clouds
635,,,-67.59965187666803,-19.219047841742153,268.05,89,7,1.96,clear sky
636,,,-64.96825963123226,14.313199973566654,269.99,94,100,8.36,light snow
637,,,-89.7035314596789,-34.44818265035166,245.84,89,96,2.3,overcast clouds
638,,,88.64866085147727,63.663411978156205,245.28,100,99,5.35,overcast clouds
639,Ndélé,CF,7.815637512789863,20.36977142040155,296.63,31,29,1.47,scattered clouds
640,,,-78.1703827064836,84.66743651307476,246.25,96,100,2.85,overcast clouds
641,,,-84.84236638088895,-52.571886913806914,254.81,88,100,5.38,overcast clouds
642,Koslan,RU,63.69812079604003,49.36409323403183,258.75,93,85,2.64,overcast clouds
643,Paso de Indios,AR,-42.772551376143774,-68.12527334106855,278.07,53,17,10.67,few clouds
644,,,83.25871158252451,45.57160231283092,243.72,100,65,3.93,broken clouds
645,,,-60.60572532684652,78.56447011724529,271.76,96,100,13.38,light snow
646,Lusambo,CD,-4.8731266446182815,23.896555648004735,294.35,98,100,0.25,light rain
647,Gahlkow,DE,54.12409994851927,13.543822664051774,280.42,93,100,4.35,overcast clouds
648,Port-aux-Français,TF,-48.38050971999837,71.3954511545559,279.81,97,100,17.48,light rain
649,,,48.37736387263527,-44.537369832726206,282.07,93,100,18.43,overcast clouds
650,,,55.91170926764508,-24.233882152997367,279.41,61,88,15.16,overcast clouds
651,,,46.807460385043385,-45.1146494452589,280.98,94,100,16.19,overcast clouds
652,Çankırı,TR,40.60838957107819,33.80176701973049,276.75,69,0,0.94,clear sky
653,Kamenka,KZ,50.88542927789649,50.58149831428568,264.35,75,2,2.82,clear sky
654,,,-49.79448975699629,-15.740943819810568,277.17,87,57,8.1,broken clouds
655,,,33.14634418779899,-60.00336788168082,295.06,84,82,10.49,broken clouds
656,,,19.610969130856276,68.29593205914517,298.68,61,0,5.75,clear sky
657,Amparihy,MG,-24.32689429473446,46.71313386348038,292.61,80,18,2.62,few clouds
658,Lysyanka,UA,49.051180304354915,30.55027447153813,276.59,84,100,4.22,overcast clouds
659,Adrar,DZ,26.33663261144656,-2.3233514148728744,286.32,48,92,4.56,overcast clouds
660,,,-17.55594905855058,40.85379141162895,301.46,72,1,4.84,clear sky
661,,,-82.63151153781138,8.57539143959906,240.6,95,94,2.34,overcast clouds
662,,,65.99694819239411,-61.00557589258413,256.51,91,71,6.36,broken clouds
663,,,84.72123477274226,-36.64764522879265,241.8,100,24,2.53,few clouds
