City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Maumere,ID,2021-12-05 23:12:00,-8.6199,122.2111,79.29,79,100,2.08
292,Kaitangata,NZ,2021-12-05 23:12:00,-46.2817,169.8464,53.92,56,92,8.08
293,Olafsvik,IS,2021-12-05 23:12:00,64.8945,-23.7142,41.23,90,100,7.11
294,Angoche,MZ,2021-12-05 23:12:00,-16.2325,39.9086,77.14,87,2,6.82
295,Faanui,PF,2021-12-05 23:12:01,-16.4833,-151.75,81.37,66,44,17.02
296,Brae,GB,2021-12-05 23:08:13,60.3964,-1.353,40.91,62,78,8.14
297,Mayor Pablo Lagerenza,PY,2021-12-05 23:12:01,-19.9309,-60.7718,73.96,79,99,5.01
298,Los Llanos De Aridane,ES,2021-12-05 23:12:02,28.6585,-17.9182,62.35,67,75,17.0
299,Le Port,RE,2021-12-05 23:12:02,-20.9373,55.2919,76.96,79,25,4.56
300,Heyang,CN,2021-12-05 23:12:02,26.1011,107.473,45.7,91,0,2.26
301,San Andres,CO,2021-12-05 23:12:03,12.5847,-81.7006,82.42,78,40,12.66
302,Serta,PT,2021-12-05 23:12:03,39.8085,-8.0988,52.0,85,89,9.86
303,Ancud,CL,2021-12-05 23:12:03,-41.8697,-73.8203,71.13,68,38,5.48
304,Thompson,CA,2021-12-05 23:12:04,55.7435,-97.8558,-15.39,91,43,7.52
305,Casa Nova,BR,2021-12-05 23:12:04,-9.4167,-41.1333,76.98,58,53,18.92
306,Lahaina,US,2021-12-05 23:12:04,20.8783,-156.6825,73.81,90,100,14.67
307,Puerto Escondido,MX,2021-12-05 23:12:05,15.85,-97.0667,85.03,65,1,5.75
308,Lichuan,CN,2021-12-05 23:12:05,30.3,108.85,39.47,88,0,1.63
309,Sambava,MG,2021-12-05 23:12:05,-14.2667,50.1667,74.88,88,6,9.51
310,Diego De Almagro,CL,2021-12-05 23:12:06,-26.3667,-70.05,75.58,17,17,7.76
311,Iracoubo,GF,2021-12-05 23:12:06,5.4802,-53.2011,77.83,88,97,8.61
312,Tacoronte,ES,2021-12-05 23:12:06,28.4769,-16.4102,63.21,76,40,11.01
313,Ust-Tsilma,RU,2021-12-05 23:12:07,65.441,52.1498,6.08,97,84,4.52
314,Sorland,NO,2021-12-05 23:12:07,67.667,12.6934,26.83,65,76,10.69
315,Najran,SA,2021-12-05 23:12:07,17.4924,44.1277,56.14,38,0,1.48
316,Sioux Lookout,CA,2021-12-05 23:12:08,50.1001,-91.917,21.58,95,100,5.23
317,Abu Kamal,SY,2021-12-05 23:12:08,34.4506,40.9171,52.79,43,9,6.82
318,Flin Flon,CA,2021-12-05 23:11:10,54.7682,-101.865,-10.21,84,86,9.55
319,Santo Antonio Do Taua,BR,2021-12-05 23:13:08,-1.1519,-48.1294,75.15,94,64,4.52
320,Mayumba,GA,2021-12-05 23:13:09,-3.432,10.6554,78.58,90,100,4.18
321,Sorong,ID,2021-12-05 23:13:09,-0.8833,131.25,81.14,83,96,4.5
322,Ust-Kuyga,RU,2021-12-05 23:13:09,70.0167,135.6,-24.59,100,100,3.15
323,Tokur,RU,2021-12-05 23:11:23,53.1333,132.9,3.6,97,100,3.38
324,Kanniyakumari,IN,2021-12-05 23:13:10,8.0833,77.5667,79.43,82,80,7.4
325,Yeola,IN,2021-12-05 23:13:10,20.0333,74.4833,70.61,59,98,7.34
326,Atar,MR,2021-12-05 23:13:10,20.5169,-13.0499,69.6,15,100,10.31
327,Liverpool,GB,2021-12-05 23:09:47,53.4106,-2.9779,40.77,90,75,1.01
328,Colwyn Bay,GB,2021-12-05 23:13:11,53.2948,-3.7267,42.82,87,97,5.01
329,Nanortalik,GL,2021-12-05 23:13:11,60.1432,-45.2371,27.07,68,96,34.9
330,Aksu,CN,2021-12-05 23:10:30,41.1231,80.2644,29.61,46,100,1.03
331,Deder,ET,2021-12-05 23:13:12,9.3167,41.45,51.8,47,1,1.3
332,Juneau,US,2021-12-05 23:13:12,58.3019,-134.4197,28.22,94,90,12.66
333,Saint-Augustin,CA,2021-12-05 23:13:12,51.226,-58.6502,22.55,61,100,8.1
334,Solnechnyy,RU,2021-12-05 23:12:19,50.7214,136.6319,10.8,94,97,4.63
335,Duki,PK,2021-12-05 23:13:13,30.1541,68.5728,48.13,44,0,4.83
336,North Bend,US,2021-12-05 23:13:13,43.4065,-124.2243,53.51,86,1,3.44
337,Darhan,MN,2021-12-05 23:13:14,49.4867,105.9228,12.47,85,17,7.65
338,Wolfhagen,DE,2021-12-05 23:13:14,51.3261,9.1702,36.1,89,99,1.52
339,Sungai Padi,TH,2021-12-05 23:13:14,6.0851,101.8766,69.48,92,83,1.99
340,Provost,CA,2021-12-05 23:11:21,52.3501,-110.2683,-0.42,86,64,9.46
341,Mabama,TZ,2021-12-05 23:13:15,-5.1333,32.5333,71.19,60,99,3.47
342,Qaqortoq,GL,2021-12-05 23:13:15,60.7167,-46.0333,25.3,68,100,23.62
343,Ostrovnoy,RU,2021-12-05 23:08:51,68.0531,39.5131,9.59,73,83,23.38
344,Mackay,AU,2021-12-05 23:10:21,-21.15,149.2,86.68,64,88,12.88
345,Tynda,RU,2021-12-05 23:13:16,55.1667,124.7167,0.82,99,98,3.15
346,Sayyan,YE,2021-12-05 23:09:12,15.1718,44.3244,47.41,32,0,2.98
347,Maceio,BR,2021-12-05 23:13:16,-9.6658,-35.7353,76.44,94,75,1.14
348,Saint-Joseph,RE,2021-12-05 23:09:53,-21.3667,55.6167,75.56,79,42,9.53
349,Alofi,NU,2021-12-05 23:13:17,-19.0595,-169.9187,78.62,83,71,19.53
350,Severo-Kurilsk,RU,2021-12-05 23:13:17,50.6789,156.125,31.68,77,94,16.49
351,Labuan,MY,2021-12-05 23:13:17,5.2767,115.2417,77.16,77,100,7.16
352,Krutinka,RU,2021-12-05 23:13:18,56.0055,71.5113,28.49,96,100,8.88
353,Pokhvistnevo,RU,2021-12-05 23:13:18,53.6524,52.1274,25.27,94,97,3.42
354,Mashivka,UA,2021-12-05 23:13:19,49.4431,34.8669,31.33,82,100,5.5
355,Hualmay,PE,2021-12-05 23:13:19,-11.0964,-77.6139,67.33,84,100,10.49
356,Vardo,NO,2021-12-05 23:13:19,70.3705,31.1107,7.0,78,19,22.3
357,Teguise,ES,2021-12-05 23:13:19,29.0605,-13.564,61.02,77,20,16.11
358,Kushima,JP,2021-12-05 23:13:20,31.4583,131.2333,51.67,75,78,4.65
359,Xining,CN,2021-12-05 23:13:20,36.6167,101.7667,24.48,43,5,0.4
360,Sao Filipe,CV,2021-12-05 23:10:51,14.8961,-24.4956,75.49,73,66,12.39
361,Nola,IT,2021-12-05 23:14:21,40.922,14.5329,49.57,90,100,1.74
362,Serenje,ZM,2021-12-05 23:14:21,-13.2325,30.2352,67.89,50,23,4.92
363,Aleksandrovsk-Sakhalinskiy,RU,2021-12-05 23:14:21,50.8975,142.1561,31.33,79,21,17.38
364,Adrar,MR,2021-12-05 23:14:22,20.5022,-10.0711,61.5,13,100,10.47
365,Nichinan,JP,2021-12-05 23:14:22,31.6,131.3667,52.14,76,86,7.11
366,Gat,IL,2021-12-05 23:14:22,31.61,34.7642,61.39,55,26,9.33
367,Monroe,US,2021-12-05 23:14:23,43.1501,-77.6831,39.58,64,90,13.8
368,Half Moon Bay,US,2021-12-05 23:13:44,37.4636,-122.4286,69.31,75,1,1.99
369,Marrakesh,MA,2021-12-05 23:11:23,31.6315,-8.0083,50.07,57,0,4.61
370,Kismayo,SO,2021-12-05 23:14:23,-0.3582,42.5454,79.75,75,43,11.61
371,Faya,SA,2021-12-05 23:14:23,18.3851,42.4509,48.72,70,0,1.79
372,Puerto Carreno,CO,2021-12-05 23:14:24,6.189,-67.4859,88.21,47,77,10.31
373,Saldanha,ZA,2021-12-05 23:14:24,-33.0117,17.9442,60.85,93,14,16.93
374,Uni,RU,2021-12-05 23:14:24,57.7535,51.4923,-2.67,96,25,6.26
375,Alta Floresta,BR,2021-12-05 23:14:25,-9.8756,-56.0861,73.49,95,99,2.98
376,Rangapara,IN,2021-12-05 23:14:25,26.8167,92.65,63.37,75,78,4.99
377,Dingle,PH,2021-12-05 23:11:06,10.9995,122.6711,73.22,89,40,6.87
378,Huilong,CN,2021-12-05 23:14:25,31.8111,121.655,54.03,79,0,5.79
379,Ust-Uda,RU,2021-12-05 23:14:26,54.1742,103.0304,9.41,99,99,3.2
380,Maracas,BR,2021-12-05 23:14:26,-13.4411,-40.4308,63.82,95,12,7.31
381,Kolyvan,RU,2021-12-05 23:14:26,55.3053,82.7391,28.06,94,76,10.78
382,Irondale,US,2021-12-05 23:10:57,33.5382,-86.7072,70.68,74,40,9.22
383,Chicama,PE,2021-12-05 23:14:27,-7.8447,-79.1469,63.14,75,100,7.34
384,Meulaboh,ID,2021-12-05 23:14:27,4.1363,96.1285,75.85,87,93,3.69
385,Ndende,GA,2021-12-05 23:14:28,-2.4008,11.3581,73.69,99,100,0.11
386,Kuching,MY,2021-12-05 23:13:53,1.55,110.3333,73.62,100,40,2.3
387,Ashcroft,CA,2021-12-05 23:14:28,50.7165,-121.2859,32.49,40,82,2.08
388,Santander,ES,2021-12-05 23:09:36,43.4647,-3.8044,53.46,76,40,14.0
389,Sirjan,IR,2021-12-05 23:14:29,29.452,55.6814,48.11,37,7,8.55
390,Rio Grande,BR,2021-12-05 23:14:29,-32.035,-52.0986,69.94,82,21,11.92
391,Algodones,MX,2021-12-05 23:14:29,20.3888,-105.4773,77.54,75,99,3.67
392,Marsala,IT,2021-12-05 23:14:29,37.7966,12.4352,55.0,70,100,25.7
393,Agadir,MA,2021-12-05 23:12:05,30.4202,-9.5982,48.65,63,0,2.37
394,Bilma,NE,2021-12-05 23:14:30,18.6853,12.9164,65.75,18,65,6.67
395,Todos Santos,MX,2021-12-05 23:14:30,23.45,-110.2167,81.01,73,99,10.96
396,Katherine,AU,2021-12-05 23:14:31,-14.4667,132.2667,79.12,83,75,10.36
397,Lorengau,PG,2021-12-05 23:14:31,-2.0226,147.2712,86.27,72,65,16.33
398,Feira De Santana,BR,2021-12-05 23:14:31,-12.2667,-38.9667,71.94,94,10,4.59
399,Bati,ET,2021-12-05 23:14:32,11.1833,40.0167,57.25,52,0,4.18
400,Pangody,RU,2021-12-05 23:14:32,65.85,74.4859,-26.79,99,31,8.5
401,Vao,NC,2021-12-05 23:14:32,-22.6667,167.4833,76.24,81,100,16.89
402,Manta,EC,2021-12-05 23:14:33,-0.95,-80.7333,76.78,78,75,10.36
403,Comodoro Rivadavia,AR,2021-12-05 23:14:33,-45.8667,-67.5,67.86,45,0,21.85
404,Souillac,MU,2021-12-05 23:10:06,-20.5167,57.5167,78.37,74,22,10.25
405,Minab,IR,2021-12-05 23:14:33,27.1467,57.0801,68.88,50,16,1.86
406,Casper,US,2021-12-05 23:14:34,42.8666,-106.3131,19.72,81,90,7.0
407,Buluang,PH,2021-12-05 23:15:34,13.3068,123.3425,73.36,86,36,3.71
408,Herat,AF,2021-12-05 23:15:34,34.5,62.0,43.23,41,0,6.51
409,Karratha,AU,2021-12-05 23:11:17,-20.7377,116.8463,87.13,31,30,15.86
410,Namie,JP,2021-12-05 23:15:35,37.4833,141.0,40.71,90,18,2.77
411,Flinders,AU,2021-12-05 23:15:35,-34.5833,150.8552,69.19,68,98,7.27
412,Les Escoumins,CA,2021-12-05 23:15:35,48.1111,-69.0236,15.15,80,94,5.28
413,Baruun-Urt,MN,2021-12-05 23:15:36,46.6806,113.2792,18.28,71,2,8.25
414,Gao,ML,2021-12-05 23:15:36,16.6362,1.637,74.77,11,23,8.72
415,Beibei,CN,2021-12-05 23:15:36,29.8256,106.4339,57.24,77,1,1.99
416,Taltal,CL,2021-12-05 23:15:19,-25.4,-70.4833,65.77,70,26,4.72
417,Akdepe,TM,2021-12-05 23:15:37,42.0551,59.3788,28.49,78,52,9.71
418,Palauig,PH,2021-12-05 23:15:37,15.435,119.9045,75.15,68,91,5.59
419,Lemnia,RO,2021-12-05 23:15:37,46.05,26.2667,32.65,83,96,1.1
420,Westerland,DE,2021-12-05 23:15:38,54.9079,8.3033,35.19,86,90,20.71
421,Panacan,PH,2021-12-05 23:15:38,9.2463,118.4082,78.19,79,24,10.83
422,Galesong,ID,2021-12-05 23:15:38,-5.3166,119.3661,77.02,89,100,1.95
423,Whitefish,US,2021-12-05 23:15:39,48.4111,-114.3376,28.15,62,90,5.75
424,Sturgis,US,2021-12-05 23:15:39,41.7992,-85.4192,35.62,93,90,11.5
425,Belyy Yar,RU,2021-12-05 23:15:39,53.6039,91.3903,8.85,88,64,4.47
426,Hohhot,CN,2021-12-05 23:15:40,40.8106,111.6522,10.69,61,0,2.24
427,Kondopoga,RU,2021-12-05 23:15:40,62.2057,34.2614,22.69,97,98,4.97
428,Cayenne,GF,2021-12-05 23:15:40,4.9333,-52.3333,77.09,90,90,1.01
429,Turbat,PK,2021-12-05 23:15:41,26.0023,63.044,65.68,22,3,7.65
430,Broome,US,2021-12-05 23:15:41,42.2506,-75.833,41.0,59,90,1.99
431,Cherskiy,RU,2021-12-05 23:15:41,68.75,161.3,-46.23,100,86,4.12
432,Zaozerne,UA,2021-12-05 23:15:42,45.1582,33.2787,46.94,82,47,8.77
433,Metu,ET,2021-12-05 23:15:42,8.3,35.5833,58.66,68,58,3.29
434,Raudeberg,NO,2021-12-05 23:15:43,61.9875,5.1352,36.19,78,100,5.01
435,Simbahan,PH,2021-12-05 23:15:43,6.3032,120.5836,82.63,75,29,16.42
436,Aksarka,RU,2021-12-05 23:15:43,66.5606,67.7975,-16.85,91,39,13.8
437,Iquitos,PE,2021-12-05 23:15:44,-3.7481,-73.2472,77.04,94,40,2.3
438,Beloha,MG,2021-12-05 23:15:44,-25.1667,45.05,72.3,94,2,4.32
439,Dzhebariki-Khaya,RU,2021-12-05 23:15:44,62.2167,135.8,-10.66,98,100,4.43
440,Myitkyina,MM,2021-12-05 23:15:45,25.3833,97.4,60.24,85,41,1.92
441,Narsaq,GL,2021-12-05 23:15:45,60.9167,-46.05,25.02,68,100,21.85
442,Alice Springs,AU,2021-12-05 23:15:45,-23.7,133.8833,76.55,47,3,8.05
443,Korhogo,CI,2021-12-05 23:15:45,9.45,-5.6333,76.37,20,1,3.89
444,Pecos,US,2021-12-05 23:15:46,31.4229,-103.4932,78.3,19,1,3.44
445,Buchanan,LR,2021-12-05 23:15:46,5.8808,-10.0467,75.16,82,52,5.82
446,Northam,GB,2021-12-05 23:15:46,51.0333,-4.2167,42.62,78,83,4.7
447,Sakakah,SA,2021-12-05 23:15:47,29.9697,40.2064,58.57,39,88,8.99
448,Chapais,CA,2021-12-05 23:15:47,49.7834,-74.8492,1.18,98,99,4.18
449,Pedernales,DO,2021-12-05 23:15:47,18.0384,-71.744,80.44,68,7,3.51
450,Necochea,AR,2021-12-05 23:15:48,-38.5473,-58.7368,63.03,75,0,9.17
451,Mareeba,AU,2021-12-05 23:15:48,-17.0,145.4333,83.44,63,2,6.31
452,Jinchang,CN,2021-12-05 23:15:48,38.4953,102.1739,27.73,42,33,5.75
453,Taoudenni,ML,2021-12-05 23:15:49,22.6783,-3.9836,61.65,22,100,10.18
454,Sinazongwe,ZM,2021-12-05 23:15:49,-17.2614,27.4618,83.21,55,60,15.99
455,Gurupa,BR,2021-12-05 23:16:50,-1.405,-51.64,76.21,91,85,2.95
456,Balaipungut,ID,2021-12-05 23:16:50,1.05,101.2833,72.01,98,100,1.61
457,Marienburg,PL,2021-12-05 23:16:50,54.0359,19.0266,35.26,87,100,11.39
458,Tazovskiy,RU,2021-12-05 23:16:51,67.4667,78.7,-13.59,87,68,15.55
459,Dryden,CA,2021-12-05 23:16:51,49.7833,-92.7503,21.49,86,90,9.22
460,Sangar,RU,2021-12-05 23:14:42,63.9242,127.4739,-20.78,94,99,6.6
461,Kindu,CD,2021-12-05 23:16:51,-2.95,25.95,69.98,99,100,1.99
462,Mana,GF,2021-12-05 23:16:52,5.6592,-53.7767,77.54,90,100,8.5
463,Esfahan,IR,2021-12-05 23:16:52,32.6572,51.6776,29.84,28,100,1.72
464,Bambanglipuro,ID,2021-12-05 23:16:52,-7.95,110.2833,66.6,90,99,5.28
465,Bairiki,KI,2021-12-05 23:16:53,1.3292,172.9752,86.0,66,40,14.97
466,Mount Gambier,AU,2021-12-05 23:16:53,-37.8333,140.7667,68.22,37,74,6.96
467,Burkburnett,US,2021-12-05 23:16:53,34.0979,-98.5706,76.78,57,1,5.01
468,Abu Samrah,SY,2021-12-05 23:16:54,35.3029,37.1841,50.81,54,3,3.56
469,Sola,VU,2021-12-05 23:16:54,-13.8833,167.55,83.07,84,75,0.0
470,Bonthe,SL,2021-12-05 23:12:23,7.5264,-12.505,80.55,80,15,8.61
471,Lujiang,CN,2021-12-05 23:16:54,31.2581,117.2817,37.45,48,0,3.78
472,Krasnoselkup,RU,2021-12-05 23:16:55,65.7,82.4667,-35.34,100,30,3.6
473,San Quintin,MX,2021-12-05 23:14:25,30.4833,-115.95,64.04,73,0,14.76
474,Pangnirtung,CA,2021-12-05 23:16:55,66.1451,-65.7125,7.74,97,100,6.91
475,Zemio,CF,2021-12-05 23:16:55,5.0314,25.1361,73.78,71,98,2.44
476,Goma,CD,2021-12-05 23:16:56,-1.6792,29.2228,62.02,88,100,3.44
477,Menongue,AO,2021-12-05 23:13:09,-14.6585,17.691,62.8,94,100,7.2
478,Sayansk,RU,2021-12-05 23:16:56,54.1088,102.1648,7.34,96,89,3.6
479,Atikokan,CA,2021-12-05 23:16:56,48.7555,-91.6216,22.59,94,100,9.28
480,San Carlos De Bariloche,AR,2021-12-05 23:16:57,-41.1456,-71.3082,83.95,12,0,3.44
481,Otavalo,EC,2021-12-05 23:16:57,0.2333,-78.2667,57.42,94,97,2.51
482,Barra Do Corda,BR,2021-12-05 23:16:57,-5.5,-45.25,76.41,90,81,1.36
483,Acari,PE,2021-12-05 23:16:58,-15.4311,-74.6158,71.02,79,100,4.79
484,Boende,CD,2021-12-05 23:16:58,-0.2167,20.8667,71.8,90,100,2.37
485,Buraydah,SA,2021-12-05 23:13:43,26.326,43.975,62.67,24,18,11.86
486,Mersing,MY,2021-12-05 23:16:58,2.4312,103.8405,77.23,85,100,10.45
487,Bandarban,BD,2021-12-05 23:16:59,22.1965,92.2262,69.08,95,100,1.43
488,Ponta Pora,BR,2021-12-05 23:16:59,-22.5361,-55.7256,77.97,47,39,3.96
489,Wangkui,CN,2021-12-05 23:16:02,46.8333,126.5,9.88,92,25,7.11
490,Okhotsk,RU,2021-12-05 23:16:59,59.3833,143.3,-12.73,88,19,12.37
491,Tilichiki,RU,2021-12-05 23:17:00,60.4667,166.1,-0.13,96,88,3.65
492,Mugur-Aksy,RU,2021-12-05 23:15:13,50.35,90.5,10.17,48,99,5.75
493,Amboasary,MG,2021-12-05 23:17:00,-25.0333,46.3833,74.46,86,0,5.86
494,Qeshm,IR,2021-12-05 23:17:01,26.9581,56.2719,64.29,65,31,5.21
495,Nishihara,JP,2021-12-05 23:17:01,26.1842,127.7558,69.08,64,40,14.97
496,Vestmannaeyjar,IS,2021-12-05 23:17:01,63.4427,-20.2734,44.76,77,100,19.22
497,Cortegaca,PT,2021-12-05 23:17:02,40.9488,-8.6213,51.82,83,63,10.74
498,Canaries,ES,2021-12-05 23:17:02,28.0,-15.5,58.96,63,40,20.71
499,Naze,JP,2021-12-05 23:17:02,28.3667,129.4833,65.32,70,66,17.31
500,Maltahohe,,2021-12-05 23:17:03,-24.8333,16.9833,60.19,40,0,5.84
501,Verkhoyansk,RU,2021-12-05 23:17:03,67.5447,133.385,-20.25,99,100,1.01
502,Ghosi,IN,2021-12-05 23:17:03,26.1083,83.5436,67.59,68,0,4.68
503,Bam,IR,2021-12-05 23:17:04,29.106,58.357,53.44,39,7,2.46
504,Chateau-Gontier,FR,2021-12-05 23:18:04,47.8333,-0.7,44.82,84,63,11.36
505,General Pico,AR,2021-12-05 23:18:04,-35.6566,-63.7568,69.91,54,0,6.67
506,Hienghene,NC,2021-12-05 23:18:05,-20.6833,164.9333,81.52,68,34,6.67
507,Klyuchi,RU,2021-12-05 23:18:05,52.2667,79.1667,24.1,84,100,6.8
508,Lodja,CD,2021-12-05 23:18:05,-3.4833,23.4333,69.93,97,100,1.07
509,Pasni,PK,2021-12-05 23:18:06,25.2631,63.471,72.14,28,1,13.47
510,Beisfjord,NO,2021-12-05 23:18:06,68.3751,17.5988,14.05,59,0,8.3
511,Paita,PE,2021-12-05 23:17:38,-5.0892,-81.1144,67.77,81,92,17.76
512,Bay Roberts,CA,2021-12-05 23:18:06,47.5999,-53.2648,33.44,87,49,3.0
513,Lasa,IT,2021-12-05 23:18:07,46.6166,10.7002,30.61,92,95,5.59
514,Sierpc,PL,2021-12-05 23:18:07,52.8568,19.6691,30.24,94,97,10.85
515,Totness,SR,2021-12-05 23:18:07,5.8833,-56.3167,76.71,92,100,12.46
516,Batagay-Alyta,RU,2021-12-05 23:18:08,67.8006,130.4114,-20.09,98,100,2.62
517,Benguela,AO,2021-12-05 23:18:08,-12.5763,13.4055,76.84,83,53,4.61
518,Belmonte,BR,2021-12-05 23:16:53,-15.8631,-38.8828,77.5,85,0,5.35
519,Jaunjelgava,LV,2021-12-05 23:18:09,56.6167,25.0833,10.63,90,16,6.71
520,Zhezkazgan,KZ,2021-12-05 23:18:09,47.8043,67.7144,31.6,93,100,6.96
521,Muros,ES,2021-12-05 23:18:09,42.7762,-9.0603,53.24,94,52,4.54
522,Cap-Aux-Meules,CA,2021-12-05 23:18:10,47.3821,-61.8597,28.45,64,75,24.16
523,Saint-Francois,FR,2021-12-05 23:18:10,46.4154,3.9054,37.47,92,90,8.05
524,Nizhnyaya Tavda,RU,2021-12-05 23:18:10,57.6731,66.1725,13.78,90,73,2.24
525,Dhuburi,IN,2021-12-05 23:18:11,26.0333,89.9667,68.79,76,100,2.93
526,Manadhoo,MV,2021-12-05 23:18:11,5.7667,73.3833,81.93,76,36,10.42
527,Walvis Bay,,2021-12-05 23:18:11,-22.9575,14.5053,59.09,86,0,10.16
528,De-Kastri,RU,2021-12-05 23:18:12,51.4667,140.7833,17.31,84,97,5.97
529,Tual,ID,2021-12-05 23:18:12,-5.6667,132.75,82.44,78,99,13.87
530,Ahipara,NZ,2021-12-05 23:18:12,-35.1667,173.1667,74.77,66,56,9.86
531,Rozkishne,UA,2021-12-05 23:18:13,48.5074,39.3004,32.92,99,100,2.44
532,Mumbwa,ZM,2021-12-05 23:18:13,-14.9783,27.0619,76.41,30,79,3.85
533,Hervey Bay,AU,2021-12-05 23:18:13,-25.2986,152.8535,83.03,81,12,5.99
534,Vanavara,RU,2021-12-05 23:18:14,60.34,102.2797,-1.19,99,100,2.48
535,Sinnamary,GF,2021-12-05 23:14:18,5.3833,-52.95,77.58,88,95,8.28
536,Kumluca,TR,2021-12-05 23:14:08,36.3703,30.2869,57.67,80,82,3.91
537,General Roca,AR,2021-12-05 23:18:14,-39.0333,-67.5833,85.62,16,0,11.3
538,Udachnyy,RU,2021-12-05 23:18:15,66.4167,112.4,-28.19,99,100,6.87
539,Jafarpur,IN,2021-12-05 23:18:15,22.3208,88.2306,71.58,96,100,12.82
540,Mega,ET,2021-12-05 23:18:15,4.05,38.3,58.68,60,12,8.23
541,Pavlodar,KZ,2021-12-05 23:18:16,52.3,76.95,21.0,93,40,6.71
542,Amahai,ID,2021-12-05 23:18:16,-3.3333,128.9167,81.03,79,95,3.44
543,Bandarbeyla,SO,2021-12-05 23:18:16,9.4942,50.8122,76.21,64,5,16.08
544,Lexington,US,2021-12-05 23:13:58,37.9887,-84.4777,63.72,70,20,3.0
545,Kamina,CD,2021-12-05 23:18:17,-8.7386,24.9906,63.55,93,94,5.28
546,Tessalit,ML,2021-12-05 23:14:09,20.1986,1.0114,66.69,16,66,8.55
547,Kaeo,NZ,2021-12-05 23:16:14,-35.1,173.7833,77.32,77,41,8.61
548,Kushmurun,KZ,2021-12-05 23:18:17,52.4503,64.6311,23.58,88,100,9.22
549,Pastos Bons,BR,2021-12-05 23:19:18,-6.6017,-44.0767,74.68,88,86,1.86
550,Valdosta,US,2021-12-05 23:16:02,30.8327,-83.2785,62.8,89,40,0.0
551,Tura,IN,2021-12-05 23:19:18,25.5198,90.2201,66.34,81,100,2.53
552,Nacala,MZ,2021-12-05 23:19:19,-14.5428,40.6728,77.22,87,37,4.9
553,Okato,NZ,2021-12-05 23:19:19,-39.2,173.8833,67.42,96,100,14.07
554,Borogontsy,RU,2021-12-05 23:19:19,62.6683,131.1683,-11.24,97,100,4.43
555,Orotukan,RU,2021-12-05 23:19:20,62.2667,151.7,-36.38,97,19,5.28
556,Nongstoin,IN,2021-12-05 23:19:20,25.5167,91.2667,57.38,89,100,2.28
557,Corumba,BR,2021-12-05 23:19:20,-19.0092,-57.6533,72.46,99,100,4.56
558,Mount Isa,AU,2021-12-05 23:19:21,-20.7333,139.5,78.57,57,100,16.11
559,Turukhansk,RU,2021-12-05 23:19:21,65.8167,87.9833,-36.74,99,21,4.63
